| Product ID | Product Name            | Description                                       | Price | Category          | Halal Certificate |
| R99        | Quinoa & Black Beans    | Blend of quinoa and black beans for protein.      | $4.59 | Rice & Grains    | No                |
| R100       | White Rice              | Classic and versatile white rice.                 | $2.49 | Rice & Grains    | No                |
| P1001      | Almond Snack Mix        | Nutrient-packed almond snack mix.                  | $4.99 | Nuts & Seeds      | No                |
| P1002      | Roasted Cashews         | Premium roasted cashews for snacking.              | $6.49 | Nuts & Seeds      | No                |
| P1003      | Pistachio Delight       | Salted pistachios for a delightful treat.          | $8.99 | Nuts & Seeds      | No                |
| P1004      | Chia Seed Blend         | Blend of chia seeds for a healthy boost.          | $3.99 | Nuts & Seeds      | No                |
| P1005      | Trail Mix Medley        | A medley of nuts, seeds, and dried fruits.         | $5.49 | Nuts & Seeds      | No                |
| P1006      | Honey Roasted Peanuts   | Honey-roasted peanuts for a sweet crunch.          | $2.99 | Nuts & Seeds      | No                |
| P1007      | Pumpkin Seeds           | Roasted and salted pumpkin seeds.                 | $3.79 | Nuts & Seeds      | No                |
| P1008      | Walnut Crunch Mix       | Crunchy mix of walnuts and dried fruits.          | $7.99 | Nuts & Seeds      | No                |
| P1009      | Sunflower Seed Butter   | Creamy sunflower seed butter spread.              | $4.49 | Nuts & Seeds      | No                |
| P1010      | Mixed Nuts Assortment    | Assorted mixed nuts for a flavorful snack.        | $5.99 | Nuts & Seeds      | No                |
| ...        | ...                     | ...                                               | ...   | ...               | ...               |
| P1091      | Spicy Almond Mix        | Spicy almond mix for an adventurous snack.        | $6.99 | Nuts & Seeds      | No                |
| P1092      | Coconut Almond Clusters | Clusters of coconut and almonds.                  | $4.99 | Nuts & Seeds      | No                |
| P1093      | Sesame Seed Bars        | Energy bars with sesame seeds and honey.          | $3.49 | Nuts & Seeds      | No                |
| P1094      | Roasted Macadamia Nuts  | Macadamia nuts roasted to perfection.             | $9.99 | Nuts & Seeds      | No                |
| P1095      | Hazelnut Chocolate Mix  | Hazelnuts and chocolate blend for a sweet treat.  | $7.49 | Nuts & Seeds      | No                |
| P1096      | Quinoa & Almond Granola | Granola with quinoa, almonds, and oats.           | $5.99 | Nuts & Seeds      | No                |
| P1097      | Cashew Energy Bites     | Energy bites made with cashews and dates.        | $4.79 | Nuts & Seeds      | No                |
| P1098      | Coconut Flaxseed Bars   | Bars packed with coconut and flaxseeds.           | $3.99 | Nuts & Seeds      | No                |
| P1099      | Pine Nut Delight        | Delightful pine nuts for a unique flavor.         | $8.49 | Nuts & Seeds      | No                |
| P1100      | Walnut Raisin Mix       | Mix of walnuts and raisins for a wholesome snack. | $6.49 | Nuts & Seeds      | No                |
| P1001      | Spicy Tomato Sauce          | Tangy and spicy tomato sauce for pasta dishes.    | $2.99 | Sauces & Marinades  | No                |
| P1002      | Teriyaki Glaze              | Sweet and savory teriyaki glaze for grilling.     | $4.49 | Sauces & Marinades  | Yes               |
| P1003      | Garlic Parmesan Dressing    | Creamy garlic parmesan dressing for salads.       | $3.99 | Sauces & Marinades  | No                |
| P1004      | BBQ Chipotle Marinade       | Smoky chipotle marinade for BBQ delights.        | $5.99 | Sauces & Marinades  | Yes               |
| P1005      | Lemon Herb Infusion         | Zesty lemon and herb infusion for seafood.       | $3.49 | Sauces & Marinades  | No                |
| P1006      | Honey Mustard Glaze         | Tangy honey mustard glaze for chicken.           | $2.79 | Sauces & Marinades  | No                |
| P1007      | Sesame Ginger Marinade      | A flavorful sesame ginger marinade for stir-fry. | $4.99 | Sauces & Marinades  | No                |
| P1008      | Roasted Red Pepper Sauce    | Rich and smoky roasted red pepper sauce.         | $3.29 | Sauces & Marinades  | No                |
| P1009      | Sweet Chili Dipping Sauce   | Sweet and spicy chili dipping sauce for appetizers.| $2.49 | Sauces & Marinades  | No                |
| P1010      | Balsamic Glaze              | Thick balsamic glaze for drizzling on salads.    | $5.49 | Sauces & Marinades  | No                |
| ...        | ...                         | ...                                               | ...   | ...                 | ...               |
| P1091      | Cilantro Lime Dressing      | Refreshing cilantro lime dressing for salads.    | $3.79 | Sauces & Marinades  | No                |
| P1092      | Mango Habanero Sauce        | Sweet and spicy mango habanero sauce.            | $4.99 | Sauces & Marinades  | No                |
| P1093      | Pineapple Teriyaki Glaze    | Tropical pineapple teriyaki glaze for grilling.  | $5.49 | Sauces & Marinades  | No                |
| P1094      | Chipotle Lime Aioli         | Smoky chipotle lime aioli for sandwiches.        | $3.99 | Sauces & Marinades  | No                |
| P1095      | Sundried Tomato Pesto       | Rich sundried tomato pesto for pasta dishes.     | $4.29 | Sauces & Marinades  | No                |
| P1096      | Maple Bourbon Barbecue Sauce | Sweet and savory maple bourbon barbecue sauce.   | $6.99 | Sauces & Marinades  | Yes               |
| P1097      | Greek Tzatziki Sauce        | Creamy Greek tzatziki sauce for gyros.           | $3.49 | Sauces & Marinades  | No                |
| P1098      | Mango Curry Marinade        | Tropical mango curry marinade for grilling.      | $5.99 | Sauces & Marinades  | No                |
| P1099      | Avocado Lime Crema          | Zesty avocado lime crema for tacos.             | $3.79 | Sauces & Marinades  | No                |
| P1100      | Smoked Paprika Vinaigrette  | Smoky paprika vinaigrette for salads.           | $4.49 | Sauces & Marinades  | No                |
| P1001      | Classic Chicken Noodle Soup | Comforting chicken noodle soup with vegetables.   | $2.99 | Soups & Broths    | No                |
| P1002      | Creamy Tomato Basil Soup    | Rich and creamy tomato basil soup.                | $3.49 | Soups & Broths    | No                |
| P1003      | Hearty Vegetable Stew       | Hearty stew with a variety of fresh vegetables.  | $4.99 | Soups & Broths    | No                |
| P1004      | Chicken and Rice Soup        | Classic chicken and rice soup for a warm meal.   | $3.29 | Soups & Broths    | No                |
| P1005      | Spicy Lentil Soup           | Spicy lentil soup with a blend of spices.        | $2.79 | Soups & Broths    | No                |
| P1006      | Cream of Broccoli Soup      | Creamy soup made with fresh broccoli.            | $3.99 | Soups & Broths    | No                |
| P1007      | Minestrone Soup             | Italian minestrone soup with pasta and veggies.  | $4.49 | Soups & Broths    | No                |
| P1008      | Thai Coconut Curry Soup     | Authentic Thai soup with coconut milk and curry. | $5.99 | Soups & Broths    | No                |
| P1009      | Clam Chowder                | Creamy clam chowder with tender clams.           | $6.49 | Soups & Broths    | No                |
| P1010      | Split Pea Soup              | Hearty split pea soup with ham.                  | $3.79 | Soups & Broths    | No                |
| ...        | ...                        | ...                                              | ...   | ...               | ...               |
| P1091      | Mexican Tortilla Soup       | Spicy and flavorful Mexican tortilla soup.       | $4.99 | Soups & Broths    | No                |
| P1092      | Mushroom Barley Soup        | Comforting mushroom barley soup.                 | $3.49 | Soups & Broths    | No                |
| P1093      | Tuscan White Bean Soup      | Rustic Tuscan soup with white beans.             | $4.99 | Soups & Broths    | No                |
| P1094      | Chicken Tortellini Soup     | Chicken tortellini soup with spinach.            | $5.49 | Soups & Broths    | No                |
| P1095      | Potato Leek Soup            | Creamy potato leek soup with fresh herbs.        | $3.99 | Soups & Broths    | No                |
| P1096      | Moroccan Lentil Soup        | Spiced Moroccan lentil soup with chickpeas.      | $4.79 | Soups & Broths    | No                |
| P1097      | Beef and Barley Soup        | Hearty beef and barley soup.                     | $6.99 | Soups & Broths    | No                |
| P1098      | Tomato Gazpacho             | Refreshing tomato gazpacho with vegetables.      | $3.29 | Soups & Broths    | No                |
| P1099      | Italian Wedding Soup        | Traditional Italian wedding soup with meatballs. | $5.99 | Soups & Broths    | No                |
| P1100      | Pumpkin Bisque              | Smooth and velvety pumpkin bisque.               | $4.49 | Soups & Broths    | No                |
| P1001      | Classic Spaghetti Bolognese | Ready-to-eat classic spaghetti Bolognese.         | $6.99 | Packaged Meals | No                |
